area,ethnic_group,value
Doncaster,European or Other (including New Zealander),2530
Doncaster,Maori,640
Doncaster,Pacific,110
Doncaster,Asian,470
Doncaster,Middle Eastern/Latin American/African,30
Papamoa Beach South,"Total people, ethnic group",2820
Papamoa Beach South,European or Other (including New Zealander),2450
Papamoa Beach South,Maori,480
Papamoa Beach South,Pacific,100
Papamoa Beach South,Asian,140
Papamoa Beach South,Middle Eastern/Latin American/African,40
Motiti,"Total people, ethnic group",3420
Motiti,European or Other (including New Zealander),3130
Motiti,Maori,540
Motiti,Pacific,80
Motiti,Asian,100
Motiti,Middle Eastern/Latin American/African,30
Wairakei,"Total people, ethnic group",3480
Wairakei,European or Other (including New Zealander),3090
Wairakei,Maori,460
Wairakei,Pacific,100
Wairakei,Asian,220
Wairakei,Middle Eastern/Latin American/African,50
Tui Ridge,"Total people, ethnic group",1670
Tui Ridge,European or Other (including New Zealander),1490
Tui Ridge,Maori,280
Tui Ridge,Pacific,20
Tui Ridge,Asian,50
Tui Ridge,Middle Eastern/Latin American/African,0
Arahiwi,"Total people, ethnic group",160
Arahiwi,European or Other (including New Zealander),130
Arahiwi,Maori,40
Arahiwi,Pacific,10
Arahiwi,Asian,10
Arahiwi,Middle Eastern/Latin American/African,0
Ngongotaha Valley,"Total people, ethnic group",1630
Ngongotaha Valley,European or Other (including New Zealander),1350
Ngongotaha Valley,Maori,510
Ngongotaha Valley,Pacific,40
Ngongotaha Valley,Asian,50
Ngongotaha Valley,Middle Eastern/Latin American/African,0
Hamurana,"Total people, ethnic group",1060
Hamurana,European or Other (including New Zealander),970
Hamurana,Maori,180
Hamurana,Pacific,10
Hamurana,Asian,30
Hamurana,Middle Eastern/Latin American/African,10
Ngongotaha East,"Total people, ethnic group",2000
Ngongotaha East,European or Other (including New Zealander),1230
Ngongotaha East,Maori,980
Ngongotaha East,Pacific,130
Ngongotaha East,Asian,90
Ngongotaha East,Middle Eastern/Latin American/African,10
Ngongotaha West,"Total people, ethnic group",1570
Ngongotaha West,European or Other (including New Zealander),1170
Ngongotaha West,Maori,580
Ngongotaha West,Pacific,70
Ngongotaha West,Asian,70
Ngongotaha West,Middle Eastern/Latin American/African,10
Inland water Lake Rotorua,"Total people, ethnic group",0
Inland water Lake Rotorua,European or Other (including New Zealander),0
Inland water Lake Rotorua,Maori,0
Inland water Lake Rotorua,Pacific,0
Inland water Lake Rotorua,Asian,0
Inland water Lake Rotorua,Middle Eastern/Latin American/African,0
Ngongotaha South,"Total people, ethnic group",1460
Ngongotaha South,European or Other (including New Zealander),1040
Ngongotaha South,Maori,580
Ngongotaha South,Pacific,70
Ngongotaha South,Asian,60
Ngongotaha South,Middle Eastern/Latin American/African,10
Selwyn Heights,"Total people, ethnic group",1180
Selwyn Heights,European or Other (including New Zealander),650
Selwyn Heights,Maori,680
Selwyn Heights,Pacific,100
Selwyn Heights,Asian,60
Selwyn Heights,Middle Eastern/Latin American/African,0
Pleasant Heights,"Total people, ethnic group",2140
Pleasant Heights,European or Other (including New Zealander),1090
Pleasant Heights,Maori,1240
Pleasant Heights,Pacific,180
Pleasant Heights,Asian,100
Pleasant Heights,Middle Eastern/Latin American/African,10
Rotoiti-Rotoehu,"Total people, ethnic group",2040
Rotoiti-Rotoehu,European or Other (including New Zealander),1170
Rotoiti-Rotoehu,Maori,1140
Rotoiti-Rotoehu,Pacific,70
Rotoiti-Rotoehu,Asian,70
Rotoiti-Rotoehu,Middle Eastern/Latin American/African,10
Kawaha,"Total people, ethnic group",1970
Kawaha,European or Other (including New Zealander),1310
Kawaha,Maori,670
Kawaha,Pacific,150
Kawaha,Asian,210
Kawaha,Middle Eastern/Latin American/African,30
Fairy Springs,"Total people, ethnic group",1870
Fairy Springs,European or Other (including New Zealander),1080
Fairy Springs,Maori,970
Fairy Springs,Pacific,140
Fairy Springs,Asian,160
Fairy Springs,Middle Eastern/Latin American/African,10
Western Heights (Rotorua district),"Total people, ethnic group",2450
Western Heights (Rotorua district),European or Other (including New Zealander),1140
Western Heights (Rotorua district),Maori,1650
Western Heights (Rotorua district),Pacific,290
Western Heights (Rotorua district),Asian,100
Western Heights (Rotorua district),Middle Eastern/Latin American/African,0
Pukehangi North,"Total people, ethnic group",2820
Pukehangi North,European or Other (including New Zealander),1610
Pukehangi North,Maori,1700
Pukehangi North,Pacific,230
Pukehangi North,Asian,90
Pukehangi North,Middle Eastern/Latin American/African,10
Pukehangi South,"Total people, ethnic group",2660
Pukehangi South,European or Other (including New Zealander),1980
Pukehangi South,Maori,770
Pukehangi South,Pacific,100
Pukehangi South,Asian,240
Pukehangi South,Middle Eastern/Latin American/African,20
Mangakakahi Central,"Total people, ethnic group",110
Mangakakahi Central,European or Other (including New Zealander),80
Mangakakahi Central,Maori,50
Mangakakahi Central,Pacific,0
Mangakakahi Central,Asian,0
Mangakakahi Central,Middle Eastern/Latin American/African,0
Koutu,"Total people, ethnic group",2200
Koutu,European or Other (including New Zealander),890
Koutu,Maori,1590
Koutu,Pacific,190
Koutu,Asian,130
Koutu,Middle Eastern/Latin American/African,0
Mangakakahi West,"Total people, ethnic group",2220
Mangakakahi West,European or Other (including New Zealander),1290
Mangakakahi West,Maori,1230
Mangakakahi West,Pacific,190
Mangakakahi West,Asian,150
Mangakakahi West,Middle Eastern/Latin American/African,10
Sunnybrook,"Total people, ethnic group",2140
Sunnybrook,European or Other (including New Zealander),1580
Sunnybrook,Maori,700
Sunnybrook,Pacific,70
Sunnybrook,Asian,190
Sunnybrook,Middle Eastern/Latin American/African,10
Fordlands,"Total people, ethnic group",2570
Fordlands,European or Other (including New Zealander),890
Fordlands,Maori,1750
Fordlands,Pacific,360
Fordlands,Asian,160
Fordlands,Middle Eastern/Latin American/African,0
Kuirau,"Total people, ethnic group",1140
Kuirau,European or Other (including New Zealander),410
Kuirau,Maori,700
Kuirau,Pacific,70
Kuirau,Asian,190
Kuirau,Middle Eastern/Latin American/African,10
Utuhina,"Total people, ethnic group",1540
Utuhina,European or Other (including New Zealander),880
Utuhina,Maori,570
Utuhina,Pacific,120
Utuhina,Asian,290
Utuhina,Middle Eastern/Latin American/African,10
Pomare,"Total people, ethnic group",1770
Pomare,European or Other (including New Zealander),1330
Pomare,Maori,540
Pomare,Pacific,80
Pomare,Asian,140
Pomare,Middle Eastern/Latin American/African,10
Rotorua Central,"Total people, ethnic group",580
Rotorua Central,European or Other (including New Zealander),230
Rotorua Central,Maori,150
Rotorua Central,Pacific,20
Rotorua Central,Asian,240
Rotorua Central,Middle Eastern/Latin American/African,10
Hillcrest (Rotorua district),"Total people, ethnic group",2000
Hillcrest (Rotorua district),European or Other (including New Zealander),1160
Hillcrest (Rotorua district),Maori,840
Hillcrest (Rotorua district),Pacific,160
Hillcrest (Rotorua district),Asian,260
Hillcrest (Rotorua district),Middle Eastern/Latin American/African,20
Victoria,"Total people, ethnic group",2250
Victoria,European or Other (including New Zealander),830
Victoria,Maori,590
Victoria,Pacific,120
Victoria,Asian,960
Victoria,Middle Eastern/Latin American/African,20
Waiohewa,"Total people, ethnic group",1060
Waiohewa,European or Other (including New Zealander),850
Waiohewa,Maori,320
Waiohewa,Pacific,30
Waiohewa,Asian,50
Waiohewa,Middle Eastern/Latin American/African,10
Glenholme North,"Total people, ethnic group",2780
Glenholme North,European or Other (including New Zealander),1290
Glenholme North,Maori,1050
Glenholme North,Pacific,200
Glenholme North,Asian,680
Glenholme North,Middle Eastern/Latin American/African,20
Springfield South,"Total people, ethnic group",2060
Springfield South,European or Other (including New Zealander),1720
Springfield South,Maori,430
Springfield South,Pacific,30
Springfield South,Asian,160
Springfield South,Middle Eastern/Latin American/African,20
Springfield North,"Total people, ethnic group",1830
Springfield North,European or Other (including New Zealander),1370
Springfield North,Maori,380
Springfield North,Pacific,60
Springfield North,Asian,290
Springfield North,Middle Eastern/Latin American/African,20
Glenholme South,"Total people, ethnic group",2080
Glenholme South,European or Other (including New Zealander),1550
Glenholme South,Maori,420
Glenholme South,Pacific,60
Glenholme South,Asian,320
Glenholme South,Middle Eastern/Latin American/African,20
Owhata West,"Total people, ethnic group",3250
Owhata West,European or Other (including New Zealander),1920
Owhata West,Maori,1610
Owhata West,Pacific,170
Owhata West,Asian,250
Owhata West,Middle Eastern/Latin American/African,20
Holdens Bay-Rotokawa,"Total people, ethnic group",1290
Holdens Bay-Rotokawa,European or Other (including New Zealander),870
Holdens Bay-Rotokawa,Maori,590
Holdens Bay-Rotokawa,Pacific,100
Holdens Bay-Rotokawa,Asian,70
Holdens Bay-Rotokawa,Middle Eastern/Latin American/African,10
Ngapuna,"Total people, ethnic group",380
Ngapuna,European or Other (including New Zealander),90
Ngapuna,Maori,330
Ngapuna,Pacific,10
Ngapuna,Asian,20
Ngapuna,Middle Eastern/Latin American/African,0
Fenton Park,"Total people, ethnic group",1800
Fenton Park,European or Other (including New Zealander),800
Fenton Park,Maori,560
Fenton Park,Pacific,70
Fenton Park,Asian,560
Fenton Park,Middle Eastern/Latin American/African,10
Tihiotonga-Whakarewarewa,"Total people, ethnic group",800
Tihiotonga-Whakarewarewa,European or Other (including New Zealander),480
Tihiotonga-Whakarewarewa,Maori,300
Tihiotonga-Whakarewarewa,Pacific,10
Tihiotonga-Whakarewarewa,Asian,110
Tihiotonga-Whakarewarewa,Middle Eastern/Latin American/African,10
Owhata East,"Total people, ethnic group",3210
Owhata East,European or Other (including New Zealander),2070
Owhata East,Maori,1390
Owhata East,Pacific,180
Owhata East,Asian,230
Owhata East,Middle Eastern/Latin American/African,20
Lynmore,"Total people, ethnic group",3420
Lynmore,European or Other (including New Zealander),2780
Lynmore,Maori,570
Lynmore,Pacific,100
Lynmore,Asian,430
Lynmore,Middle Eastern/Latin American/African,40
Ngakuru,"Total people, ethnic group",1830
Ngakuru,European or Other (including New Zealander),1630
Ngakuru,Maori,380
Ngakuru,Pacific,30
Ngakuru,Asian,50
Ngakuru,Middle Eastern/Latin American/African,10
Kaingaroa-Whakarewarewa,"Total people, ethnic group",1950
Kaingaroa-Whakarewarewa,European or Other (including New Zealander),1490
Kaingaroa-Whakarewarewa,Maori,640
Kaingaroa-Whakarewarewa,Pacific,50
Kaingaroa-Whakarewarewa,Asian,40
Kaingaroa-Whakarewarewa,Middle Eastern/Latin American/African,10
Golden Springs,"Total people, ethnic group",1830
Golden Springs,European or Other (including New Zealander),1460
Golden Springs,Maori,550
Golden Springs,Pacific,50
Golden Springs,Asian,100
Golden Springs,Middle Eastern/Latin American/African,10
Manawahe,"Total people, ethnic group",1030
Manawahe,European or Other (including New Zealander),890
Manawahe,Maori,230
Manawahe,Pacific,20
Manawahe,Asian,20
Manawahe,Middle Eastern/Latin American/African,0
Matata-Otakiri,"Total people, ethnic group",1800
Matata-Otakiri,European or Other (including New Zealander),1350
Matata-Otakiri,Maori,640
Matata-Otakiri,Pacific,30
Matata-Otakiri,Asian,80
Matata-Otakiri,Middle Eastern/Latin American/African,10
Onepu Spring,"Total people, ethnic group",1270
Onepu Spring,European or Other (including New Zealander),950
Onepu Spring,Maori,530
Onepu Spring,Pacific,20
Onepu Spring,Asian,30
Onepu Spring,Middle Eastern/Latin American/African,0
Edgecumbe,"Total people, ethnic group",1710
Edgecumbe,European or Other (including New Zealander),1150
Edgecumbe,Maori,790
Edgecumbe,Pacific,60
Edgecumbe,Asian,90
Edgecumbe,Middle Eastern/Latin American/African,0
Thornton-Awakeri,"Total people, ethnic group",2390
Thornton-Awakeri,European or Other (including New Zealander),1840
Thornton-Awakeri,Maori,830
Thornton-Awakeri,Pacific,40
Thornton-Awakeri,Asian,60
Thornton-Awakeri,Middle Eastern/Latin American/African,20
Te Teko Lakes,"Total people, ethnic group",1840
Te Teko Lakes,European or Other (including New Zealander),650
Te Teko Lakes,Maori,1450
Te Teko Lakes,Pacific,70
Te Teko Lakes,Asian,40
Te Teko Lakes,Middle Eastern/Latin American/African,0
Coastlands,"Total people, ethnic group",1840
Coastlands,European or Other (including New Zealander),1260
Coastlands,Maori,790
Coastlands,Pacific,70
Coastlands,Asian,50
Coastlands,Middle Eastern/Latin American/African,10
Whakatane West,"Total people, ethnic group",3490
Whakatane West,European or Other (including New Zealander),2020
Whakatane West,Maori,1950
Whakatane West,Pacific,130
Whakatane West,Asian,110
Whakatane West,Middle Eastern/Latin American/African,20
Whakatane Central,"Total people, ethnic group",3500
Whakatane Central,European or Other (including New Zealander),2340
Whakatane Central,Maori,1460
Whakatane Central,Pacific,140
Whakatane Central,Asian,240
Whakatane Central,Middle Eastern/Latin American/African,10
Trident,"Total people, ethnic group",3530
Trident,European or Other (including New Zealander),2230
Trident,Maori,1560
Trident,Pacific,130
Trident,Asian,210
Trident,Middle Eastern/Latin American/African,20
Allandale,"Total people, ethnic group",2610
Allandale,European or Other (including New Zealander),1750
Allandale,Maori,1000
Allandale,Pacific,100
Allandale,Asian,190
Allandale,Middle Eastern/Latin American/African,10
Mokorua Bush,"Total people, ethnic group",1420
Mokorua Bush,European or Other (including New Zealander),1290
Mokorua Bush,Maori,270
Mokorua Bush,Pacific,20
Mokorua Bush,Asian,50
Mokorua Bush,Middle Eastern/Latin American/African,0
Wainui,"Total people, ethnic group",1570
Wainui,European or Other (including New Zealander),690
Wainui,Maori,1060
Wainui,Pacific,60
Wainui,Asian,20
Wainui,Middle Eastern/Latin American/African,0
Ohope,"Total people, ethnic group",3280
Ohope,European or Other (including New Zealander),2970
Ohope,Maori,490
Ohope,Pacific,40
Ohope,Asian,110
Ohope,Middle Eastern/Latin American/African,30
Inlet Ohiwa Harbour West,"Total people, ethnic group",0
Inlet Ohiwa Harbour West,European or Other (including New Zealander),0
Inlet Ohiwa Harbour West,Maori,0
Inlet Ohiwa Harbour West,Pacific,0
Inlet Ohiwa Harbour West,Asian,0
Inlet Ohiwa Harbour West,Middle Eastern/Latin American/African,0
Galatea,"Total people, ethnic group",1450
Galatea,European or Other (including New Zealander),770
Galatea,Maori,880
Galatea,Pacific,60
